#{"t_start": 1697368287.0642927, "env_id": null}
r,l,t
-1704130.1,344,54.898999
-1655927.8,400,62.121017
-1285220.6,229,73.599724
-1288226.0,207,79.95643
-1287114.8,206,91.17848
-1288408.0,206,97.405973
-1289806.1,206,108.691627
-1290046.5,206,115.051313
-1278073.8,205,126.540564
-1279591.1,205,132.84992
-1277589.9,205,144.246456
-1290976.1,206,150.477848
-1292269.8,206,161.840027
-1277108.0,205,168.06767
-1291081.5,206,179.530004
-1291163.9,206,185.75
-1292929.0,206,197.031638
-1291536.5,206,203.279414
-1292721.8,206,214.646594
-1277613.8,205,220.864013
-1291512.5,206,232.25452
-1277273.4,205,238.365379
-1280391.1,205,249.849103
-1293168.5,206,255.951554
-1280766.9,205,267.642493
-1281657.9,205,273.882172
-1278292.4,205,285.438646
-1276653.1,205,291.64501
-1293374.5,206,303.176868
-1289707.0,206,309.505508
-1287837.4,206,321.10293
-1289319.0,206,327.227778
-1285113.1,206,338.597011
-1288544.6,206,344.835058
-1283767.1,206,356.236111
-1282443.0,206,362.465381
-1282636.9,206,373.968757
-1283640.0,206,380.109617
-1281557.4,206,391.624568
-1286142.0,206,397.910226
-1285004.9,206,409.267156
-1286804.8,206,415.43179
-1289111.4,206,427.033501
-1291503.1,206,433.221108
-1289299.8,206,444.482105
-1291384.2,206,450.691462
-1280144.1,205,462.051163
-1279042.1,205,468.235438
-1280847.0,205,479.641652
-1281578.1,205,485.768369
-1285508.0,205,497.158073
-1286649.1,205,503.308258
-1292103.4,205,514.774955
-1291736.4,205,520.988754
-1291343.6,205,532.299647
-1292084.1,205,538.437465
-1281674.9,205,549.747541
-1282805.0,205,555.917009
-1282042.4,205,567.342265
-1282620.2,205,573.448479
-1288486.9,206,585.107424
-1285620.8,206,591.275471
-1289846.9,206,602.94447
-1287696.0,206,609.074841
-1288629.4,206,620.62396
-1285289.8,206,626.731484
-1286211.5,206,638.325453
-1283992.2,206,644.469852
-1283404.2,206,655.974463
-1286284.6,206,662.18092
-1285932.9,206,673.770077
-1283295.1,206,680.028492
-1282946.8,206,691.541965
-1279598.9,206,697.658238
-1284861.9,206,709.173496
-1281630.2,206,715.430686
-1289513.9,206,726.885136
-1289325.8,206,733.185162
-1289801.0,206,744.948025
-1276610.0,205,751.169629
-1288721.4,206,762.74776
-1277890.9,205,768.915313
-1279109.4,205,780.3637
-1293215.9,206,786.559963
-1291928.9,206,798.310524
-1279378.6,205,804.393061
-1284633.8,205,815.889815
-1289914.2,206,821.992635
-1280594.0,205,833.412794
-1282171.4,205,839.541255
-1276857.1,205,850.929675
-1282905.8,205,857.117192
-1280970.5,205,868.569293
-1279106.1,205,874.680391
-1283292.9,205,885.99481
-1284301.9,205,892.154957
-1290340.4,206,903.531271
-1285039.5,205,909.60904
-1283421.0,205,921.239663
-1280165.6,205,927.354416
-1279175.9,205,938.794888
-1286170.8,206,944.917303
-1288787.8,206,956.374327
-1287981.6,206,962.517775
-1285542.5,206,974.047381
-1293269.5,206,980.120953
-1277972.6,206,991.772182
-1287439.1,206,998.042548
-1281672.9,206,1009.628068
-1281758.1,206,1015.78001
-1292858.5,207,1027.238445
-1282890.4,206,1033.317243
-1280412.0,206,1044.684178
-1292910.6,207,1050.858011
-1283375.1,206,1062.303074
-1282985.5,206,1068.524385
-1285387.4,206,1080.100893
-1285715.0,206,1086.30206
-1292829.9,206,1097.698503
-1280182.8,206,1103.855169
-1285402.1,206,1115.274906
-1279914.5,206,1121.466514
-1283465.1,206,1132.839457
-1287481.8,206,1139.021909
-1283903.8,206,1150.745438
-1282676.5,206,1156.818945
-1285122.8,206,1168.222514
-1286439.6,206,1174.269951
-1282171.9,206,1185.549536
-1283562.5,206,1191.66293
-1281989.5,205,1203.016137
-1278264.5,205,1209.087749
-1284291.5,206,1220.574624
-1277819.8,205,1226.68497
-1278961.5,205,1238.164955
-1280175.4,205,1244.299816
-1286658.8,205,1255.828423
-1279218.8,205,1261.964354
-1278850.5,205,1273.378423
-1276401.9,205,1279.441027
-1281076.6,205,1290.857947
-1281636.5,205,1297.046256
-1280129.5,205,1308.587255
-1282209.8,205,1314.705334
-1282420.2,205,1326.239929
-1281685.4,205,1332.325424
-1285079.5,205,1343.786697
-1281515.9,205,1349.865067
-1282019.4,206,1361.310283
-1289455.2,206,1367.434789
-1292112.0,206,1378.833373
-1289156.5,206,1384.890202
-1285379.9,205,1396.462204
-1287078.8,206,1402.565182
-1283154.6,206,1414.182836
-1282695.9,205,1420.318386
-1288748.1,206,1431.716698
-1283411.1,205,1437.734738
-1290594.0,206,1449.204609
-1279202.2,206,1455.18529
-1276984.1,206,1466.605638
-1280081.9,205,1472.58927
-1292047.5,206,1484.112792
-1279704.1,205,1490.21252
-1284080.0,206,1501.780647
-1282795.4,205,1507.886855
-1277058.6,206,1519.310407
-1277204.2,205,1525.277942
-1292130.8,206,1536.982545
-1283861.8,205,1542.884018
-1289172.2,206,1554.469846
-1276268.0,205,1560.380687
-1285330.2,206,1572.12511
-1278961.1,206,1577.930596
-1287996.1,206,1589.821723
-1291278.6,206,1595.635604
-1282045.6,206,1607.37833
-1284895.8,206,1613.329759
-1277624.8,206,1625.164328
-1290973.1,207,1631.042103
-1285848.8,206,1642.725554
